arxiv_id,url,host,status,public,default_branch,pushed_at,size_kb,stars,archived,empty,note
2509.13310,github.com/MiroMindAI/MiroThinker,github,200,True,main,2026-07-06,14656,8349,False,False,
2509.13310,github.com/bytedance/deer-flow,github,200,True,main,2026-07-26,48400,77855,False,False,
2509.13310,huggingface.co/Qwen/Qwen3-30B-A3B-Base,huggingface,200,True,,2025-07-26,,,,False,
2509.13310,huggingface.co/deepseek-ai/DeepSeek-V3.1,huggingface,200,True,,2025-09-05,,,,False,
2509.13312,github.com/Alibaba-NLP/DeepResearch,github,200,True,main,2026-02-27,309493,19722,False,False,
2509.13312,github.com/QwenLM/Qwen-Agent,github,200,True,main,2026-03-04,19689,16845,False,False,
2509.13312,github.com/Su-Sea/ydc-deep-research-evals,github,200,True,main,2025-05-15,3457,76,False,False,
2509.13312,github.com/assafelovic/gpt-researcher,github,200,True,main,2026-07-18,44783,28636,False,False,
2509.13312,github.com/langchain-ai/open_dee,github,404,,,,,,,,not found or private
2509.13312,huggingface.co/blog/open-d,huggingface,401,,,,,,,,
2509.14778,github.com/jarrycyx/openlens-ai,github,200,True,release,2026-07-08,15306,272,False,False,
2509.21553,github.com/Ajaberr/AutoClimDS,github,200,True,main,2026-07-24,17479,10,False,False,
2509.23426,github.com/QwenLM/qwen-code,github,200,True,main,2026-07-26,426274,26315,False,False,
2509.23426,github.com/deepset-ai/haystack,github,200,True,main,2026-07-25,216427,26014,False,False,
2509.23426,github.com/google-gemini/gemini-cli,github,200,True,main,2026-07-25,101218,106174,False,False,
2509.23426,github.com/langchain-ai/langchain,github,200,True,master,2026-07-25,585252,142585,False,False,
2509.23426,github.com/mims-harvard/ToolUniverse,github,200,True,main,2026-07-25,51483,1592,False,False,
2509.24978,github.com/MaxNaeg/S,github,404,,,,,,,,not found or private
2509.24978,github.com/MaxNaeg/Sci,github,404,,,,,,,,not found or private
2509.24978,github.com/jax-ml/jax,github,200,True,main,2026-07-26,182899,36050,False,False,
2509.25106,github.com/MiroMindAI/MiroFlow,github,200,True,main,2026-07-06,9617,3084,False,False,
2509.25106,github.com/OPPO-PersonalAI/PersonalizedDeepResearchBench,github,200,True,main,2026-01-27,34054,24,False,False,
2509.25651,github.com/pnnl/autolabs,github,200,True,master,2026-04-01,1119,6,False,False,
2509.26603,github.com/ResearAI/DeepScientist,github,200,True,main,2026-06-28,75901,3224,False,False,
2510.00172,github.com/All-Hands-AI/OpenHands,github,200,True,main,2026-07-25,360118,82075,False,False,
2510.00172,github.com/FoundationAgents/OpenManus,github,200,True,main,2026-02-11,4472,57618,False,False,
2510.00172,github.com/ServiceNow/drbench,github,200,True,main,2026-04-22,35391,40,False,False,
2510.00172,github.com/huggingface/smolagents,github,200,True,main,2026-07-21,7413,28534,False,False,
2510.00172,github.com/zilliztech/deep-searcher,github,200,True,master,2025-11-19,17628,8013,False,False,
2510.02190,github.com/QwenLM/Qwen-Agent,github,200,True,main,2026-03-04,19689,16845,False,False,
2510.02190,github.com/evigbyen/drbench,github,200,True,main,2026-05-02,2056,8,False,False,
2510.04935,github.com/QwenLM/Qwen-Agent,github,200,True,main,2026-03-04,19689,16845,False,False,
2510.04935,github.com/bytedance/SandboxFusion,github,200,True,main,2026-07-14,12106,1044,False,False,
2510.04935,github.com/sgl-project/sglang,github,200,True,main,2026-07-26,238266,30741,False,False,
2510.04935,github.com/vllm-project/vllm,github,200,True,main,2026-07-25,245815,87149,False,False,
2510.04935,github.com/volcengine/verl,github,200,True,main,2026-07-25,25370,22656,False,False,
2510.04935,huggingface.co/datasets/GeneralReasoning/GeneralThought-430K,huggingface,200,True,,2025-09-05,,,,False,
2510.05138,github.com/lira-workflow/auto-review-writing,github,200,True,main,2026-03-25,4747,16,False,False,
2510.05145,github.com/assafelovic/gpt-researcher,github,200,True,main,2026-07-18,44783,28636,False,False,
2510.05145,github.com/langchain-ai/open,github,404,,,,,,,,not found or private
2510.05145,github.com/openai/swarm,github,200,True,main,2026-04-15,537,21858,False,False,
2510.05145,huggingface.co/spaces/Ayanami0730,huggingface,401,,,,,,,,
2510.06056,github.com/codelion/openevolve,github,200,True,main,2026-07-18,7116,6796,False,False,
2510.06056,github.com/liugangcode/deepevolve,github,200,True,main,2025-10-11,3938,140,False,False,
2510.06579,github.com/Aider-AI/aider,github,200,True,main,2026-05-22,140356,47697,False,False,
2510.06579,github.com/ICLR/Master-Template,github,200,True,master,2025-08-21,3353,303,False,False,
2510.06579,github.com/acl-org/acl-style-files,github,200,True,master,2026-06-29,19899,1927,False,False,
2510.06579,github.com/ulab-uiuc/tiny-scientist,github,200,True,main,2026-03-04,9982,136,False,False,
2510.07733,github.com/akBear23/SurveyG.git,github,200,True,main,2026-05-08,448406,4,False,False,
2510.08521,github.com/FoundationAgents/MetaGPT,github,200,True,main,2026-01-21,184037,69513,False,False,
2510.08521,github.com/MiroMindAI/MiroFlow,github,200,True,main,2026-07-06,9617,3084,False,False,
2510.10472,github.com/qrzou/FML-bench,github,200,True,main,2026-06-26,7241,27,False,False,
2510.10472,github.com/sicara/easy-few-sho,github,404,,,,,,,,not found or private
2510.10931,github.com/vibrantlabsai/ragas,github,200,True,main,2026-02-24,47555,14982,False,False,
2510.10994,github.com/langchain-ai/open_deep_resear,github,404,,,,,,,,not found or private
2510.11661,github.com/GAIR-NLP/SR-Scientist,github,200,True,main,2026-01-27,1477,53,False,False,
2510.11661,github.com/SymposiumOrganization/NeuralSymbolicRegressionThatS,github,404,,,,,,,,not found or private
2510.11661,github.com/anthropics/claude-code,github,200,True,main,2026-07-25,29243,139076,False,False,
2510.11661,github.com/deep-symbolic-mathematics/llm-srbench,github,200,True,main,2025-07-31,1293,115,False,False,
2510.11661,github.com/dso-org/deep-symbolic-optimization,github,200,True,master,2026-01-23,58392,736,False,False,
2510.11661,github.com/facebookresearch/symbolicregression,github,200,True,main,2022-11-13,98,133,True,False,
2510.12194,github.com/ResearAI/ResearStudio,github,404,,,,,,,,not found or private
2510.12367,github.com/PlusLabNLP/LLM-REVal,github,200,True,main,2025-10-15,5781,0,False,False,
2510.12979,huggingface.co/Qwen/Qwen2.5-7B-Instruct,huggingface,200,True,,2025-01-12,,,,False,
2510.13081,github.com/openai/swarm,github,200,True,main,2026-04-15,537,21858,False,False,
2510.13936,github.com/confident-ai/deepeval,github,200,True,main,2026-07-24,123901,17118,False,False,
2510.14240,github.com/langchain-ai/open_deep_,github,404,,,,,,,,not found or private
2510.14438,github.com/Tencent/CognitiveKernel-Pro,github,200,True,main,2026-04-29,2804,525,False,False,
2510.14438,github.com/Tencent/WebAggregator,github,200,True,main,2025-10-18,14397,69,False,False,
2510.14438,github.com/huggingface/s,github,404,,,,,,,,not found or private
2510.15624,github.com/ltjed/freephdlabor,github,200,True,main,2026-05-14,25269,582,False,False,
2510.16080,github.com/CellFace/TriAgent,github,200,True,main,2025-10-29,4968,2,False,False,
2510.16844,anonymous.4open.science/r/FinSight-6739,other,,,,,,,,,unsupported host; needs manual check
2510.16844,github.com/akfamily/akshare,github,200,True,main,2026-07-24,5441,21573,False,False,
2510.17797,github.com/SalesforceAIResearch/enterprise-deep-research,github,200,True,main,2026-06-02,5339,1194,False,False,
2510.17797,huggingface.co/datasets/Salesforce/EDR-200,huggingface,200,True,,2025-10-21,,,,False,
2510.18939,github.com/Alibaba-NLP/DeepResearch,github,200,True,main,2026-02-27,309493,19722,False,False,
2510.18939,github.com/RUC-NLPIR/Search-o1,github,200,True,main,2025-11-17,4620,1240,False,False,
2510.18939,github.com/assafelovic/gpt-researcher,github,200,True,main,2026-07-18,44783,28636,False,False,
2510.18939,github.com/howard-yen/SLIM,github,200,True,master,2026-06-22,1028,27,False,False,
2510.18939,github.com/huggingface/smolagents,github,200,True,main,2026-07-21,7413,28534,False,False,
2510.18939,github.com/unclecode/crawl4ai,github,200,True,main,2026-07-25,150904,74994,False,False,
2510.20844,github.com/valleysprings/TrustResearcher,github,200,True,main,2026-02-26,2420,46,False,False,
2510.21603,github.com/MMDocRAG/MMDocIR,github,200,True,main,2025-05-29,4279,34,False,False,
2510.21652,github.com/UKGovernmentBEIS/inspect_ai,github,200,True,main,2026-07-25,407947,2409,False,False,
2510.21652,github.com/allenai/agent-baselines,github,200,True,main,2026-07-23,3003,150,False,False,
2510.21652,github.com/allenai/agent-eval,github,200,True,main,2026-07-24,329,12,False,False,
2510.21652,github.com/allenai/asta-bench,github,200,True,main,2026-07-24,12143,124,False,False,
2510.21652,github.com/allenai/asta-paper-finder,github,200,True,main,2026-03-17,611,245,False,False,
2510.21652,github.com/allenai/codescientist,github,200,True,main,2026-03-25,6314,345,False,False,
2510.23045,github.com/Mr-Tieguigui/Survey-for-AI-Scientist,github,200,True,main,2025-10-29,3815,22,False,False,
2510.24701,github.com/Alibaba-NLP/DeepResearch,github,200,True,main,2026-02-27,309493,19722,False,False,
2510.24701,huggingface.co/Alibaba-NLP/Tongyi-DeepResearch-30B-A3B,huggingface,200,True,,2025-10-10,,,,False,
2510.24701,huggingface.co/Qwen/Qwen3-30B-A3B-Base,huggingface,200,True,,2025-07-26,,,,False,
2510.26144,github.com/codelion/openevolve,github,200,True,main,2026-07-18,7116,6796,False,False,
2510.26144,github.com/deepreinforce-ai/CUDA-L1,github,200,True,main,2025-11-03,10061,315,False,False,
2510.26144,huggingface.co/datasets/SakanaAI/AI-CUDA-Engineer-Archive,huggingface,200,True,,2025-02-20,,,,False,
2510.26887,github.com/AstroPilot-AI/Denario,github,200,True,master,2026-06-02,123553,586,False,False,
2510.26887,github.com/AstroPilot-AI/DenarioApp,github,200,True,master,2025-11-05,321,26,False,False,
2510.26887,github.com/AstroPilot-AI/DenarioExamplePapers,github,200,True,main,2025-09-16,112788,12,False,False,
2510.26887,github.com/CMBAgents/cmbagent,github,200,True,main,2026-02-12,232630,72,False,False,
2510.26887,github.com/NeuroDiffGym/neurodiffeq,github,200,True,master,2026-04-22,143516,790,False,False,
2510.26887,huggingface.co/spaces/astropilot-ai,huggingface,401,,,,,,,,
2511.02071,github.com/flatironinstitute/mountainsort,github,200,True,master,2023-05-12,2630,47,True,False,
2511.02238,github.com/kyZhao-1/Deep-Ideation,github,200,True,main,2025-11-04,0,2,False,True,
2511.02824,github.com/EdisonScientific/kosmos-figures,github,200,True,main,2025-11-04,18689,29,False,False,
2511.04583,github.com/Agent4Science-UTokyo/Jr.AI-Scientist,github,200,True,main,2026-04-08,9859,31,False,False,
2511.05498,github.com/IlyaTyagin/HGCR,github,200,True,main,2025-06-21,73,1,False,False,
2511.05498,github.com/meta-llama/llama-models,github,200,True,main,2026-02-11,4491,7663,False,False,
2511.06309,github.com/dualverse-ai/station,github,200,True,main,2026-06-14,15572,119,False,False,
2511.06701,github.com/karsar/ai-,github,404,,,,,,,,not found or private
2511.07262,github.com/Qile-J/AgenticSciML,github,200,True,main,2026-06-05,1573,32,False,False,
2511.07262,github.com/jdtoscano94/Learning-Scientific_Machine_Learning_Residual_,github,404,,,,,,,,not found or private
2511.07327,github.com/THUDM/slime,github,200,True,main,2026-07-24,336403,7633,False,False,
2511.07327,github.com/bytedance/SandboxFusion,github,200,True,main,2026-07-14,12106,1044,False,False,
2511.08522,github.com/answers111/alpha-research,github,200,True,main,2025-11-12,8168,58,False,False,
2511.08522,github.com/codelion/openevolve,github,200,True,main,2026-07-18,7116,6796,False,False,
2511.08522,huggingface.co/docs/transformers,huggingface,401,,,,,,,,
2511.08866,github.com/Fuyi-Yang/BioVerge,github,200,True,main,2025-10-28,56,3,False,False,
2511.11558,github.com/sumner-harris/RAGAgent_AutonomousMaterialsSynthesis.git,github,200,True,main,2026-06-30,3424,2,False,False,
2511.11558,github.com/sumner-harris/alchemy.git,github,200,True,main,2025-08-01,39,0,False,False,
2511.11793,github.com/MiroMindAI/MiroFlow,github,200,True,main,2026-07-06,9617,3084,False,False,
2511.11793,github.com/MiroMindAI/MiroThinker,github,200,True,main,2026-07-06,14656,8349,False,False,
2511.11793,huggingface.co/datasets/khaimaitien,huggingface,401,,,,,,,,
2511.11793,huggingface.co/datasets/zjunlp,huggingface,401,,,,,,,,
2511.11793,huggingface.co/miromind-ai/MiroThinker-v1.0-72B,huggingface,200,True,,2026-01-16,,,,False,
2511.13288,github.com/AQ-MedAI/MrlX,github,200,True,main,2026-01-19,4088,214,False,False,
2511.13288,github.com/THUDM/slime,github,200,True,main,2026-07-24,336403,7633,False,False,
2511.14631,github.com/AstroPilot-AI/Denario,github,200,True,master,2026-06-02,123553,586,False,False,
2511.14631,github.com/CMBAgents/cmbagent,github,200,True,main,2026-02-12,232630,72,False,False,
2511.18303,github.com/langchain-ai/local-deep-researcher,github,200,True,main,2026-07-14,763,9288,False,False,
2511.18303,github.com/ruiding-uchicago/DToR_deep_research,github,404,,,,,,,,not found or private
2511.18743,github.com/Su-Sea/ydc-deep-research-evals,github,200,True,main,2025-05-15,3457,76,False,False,
2511.18743,github.com/assafelovic/gpt-researcher,github,200,True,main,2026-07-18,44783,28636,False,False,
2511.18743,github.com/langchain-ai/open_dee,github,404,,,,,,,,not found or private
2511.19399,github.com/Alibaba-NLP/DeepResearch,github,200,True,main,2026-02-27,309493,19722,False,False,
2511.19399,github.com/Ayanami0730/deep_research_bench,github,200,True,main,2026-05-11,28608,799,False,False,
2511.19399,github.com/RUC-NLPIR/WebThinker,github,200,True,main,2025-12-08,5294,1462,False,False,
2511.19399,github.com/allenai/asta-bench,github,200,True,main,2026-07-24,12143,124,False,False,
2511.19399,github.com/hkust-nlp/WebExplorer,github,200,True,master,2025-09-29,1546,120,False,False,
2511.19399,github.com/inclusionAI/ASearcher,github,200,True,main,2025-11-26,23269,602,False,False,
2511.19423,github.com/jsvine/pdfplumber,github,200,True,stable,2026-07-20,21682,10593,False,False,
2512.01089,github.com/cognitiveailab/codedistiller,github,200,True,main,2025-12-02,2863,4,False,False,
2512.01948,github.com/MiroMindAI/MiroThinker,github,200,True,main,2026-07-06,14656,8349,False,False,
2512.01948,github.com/OPPO-PersonalAI/FINDER_DEFT,github,200,True,main,2025-12-10,29595,66,False,False,
2512.02038,github.com/mangopy/Deep-Research-Survey,github,200,True,main,2026-01-01,9920,320,False,False,
2512.02038,github.com/volcengine/verl,github,200,True,main,2026-07-25,25370,22656,False,False,
2512.03887,github.com/SauravP97/Static-Deep-Research,github,200,True,main,2025-12-16,6055,8,False,False,
2512.03887,github.com/langchain-ai/open_deep_research,github,200,True,main,2026-07-25,6902,12429,False,False,
2512.03887,huggingface.co/spaces/muset-ai,huggingface,401,,,,,,,,
2512.05989,github.com/aimat-lab/SDL_electrochromic,github,200,True,main,2025-08-06,48,0,False,False,
2512.08935,github.com/RisingDate/FSTS,github,200,True,main,2026-04-15,440,2,False,False,
2512.13059,github.com/efficient-deep-research/efficient-deep-research,github,200,True,main,2025-12-04,8645,5,False,False,
2512.13059,huggingface.co/Qwen/Qwen3-Next-80B-A3B-Thinking,huggingface,200,True,,2025-09-15,,,,False,
2512.13059,huggingface.co/Qwen/Qwen3-Reranker-0.6B,huggingface,200,True,,2026-04-16,,,,False,
2512.15567,github.com/HowieHwong/sde-harness,github,200,True,main,2026-03-27,104300,59,False,False,
2512.15567,huggingface.co/deep-principle/datasets,huggingface,401,,,,,,,,
2512.15736,github.com/artificial-scientist-lab/ai-mandel,github,200,True,main,2026-02-23,156452,18,False,False,
2512.15736,github.com/rithvik1122/Anubuddhi,github,200,True,main,2025-12-14,23358,2,False,False,
2512.16969,github.com/InternScience/SGI-Bench,github,200,True,main,2026-06-02,39676,167,False,False,
2512.16969,github.com/huggingface/smolagents,github,200,True,main,2026-07-21,7413,28534,False,False,
2512.16969,huggingface.co/collections/InternScience,huggingface,401,,,,,,,,
2512.16969,huggingface.co/deepseek-ai/DeepSeek-,huggingface,401,,,,,,,,
2512.17776,github.com/hanjanghoon/DEER,github,200,True,main,2026-07-15,2998,7,False,False,
2512.20491,github.com/langchain-ai/open_deep_research,github,200,True,main,2026-07-25,6902,12429,False,False,
2512.20491,github.com/stepfun-ai/StepDeepResearch,github,200,True,main,2026-03-24,2666,570,False,False,
2512.20491,huggingface.co/datasets/PleIAs/SYNTH,huggingface,200,True,,2026-05-06,,,,False,
2512.22145,github.com/akhilpandey95/LMRSD,github,200,True,main,2026-02-04,1219,1,False,False,
2512.22334,github.com/InternScience/SciEvalKit,github,200,True,main,2026-06-17,34330,85,False,False,
2512.23707,github.com/volcengine/verl,github,200,True,main,2026-07-25,25370,22656,False,False,
2512.23707,huggingface.co/datasets/facebook/research-plan-gen,huggingface,200,True,,2026-01-02,,,,False,
2601.01357,github.com/sst/opencode,github,200,True,dev,2026-07-25,427295,189674,False,False,
2601.01678,github.com/mlbio-epfl/heurekabench,github,200,True,main,2026-02-16,167839,16,False,False,
2601.03315,github.com/Lossfunk/ai-scientist-artefacts-v1,github,200,True,main,2025-11-10,843,23,False,False,
2601.03540,github.com/Kwai-Klear/DeepSynth-Eval,github,200,True,main,2026-06-23,4880,3,False,False,
2601.03743,github.com/Alibaba-NLP/DeepResearch,github,200,True,main,2026-02-27,309493,19722,False,False,
2601.03743,github.com/jina-ai/node-DeepResearch,github,200,True,main,2026-05-01,31171,5201,False,False,
2601.04577,github.com/AmberLJC/Sci-Reasoning,github,200,True,main,2026-01-13,50784,19,False,False,
2601.04879,github.com/Melmaphother/Mind2Report,github,200,True,main,2026-01-09,4308,9,False,False,
2601.04879,github.com/MiroMindAI/MiroFlow,github,200,True,main,2026-07-06,9617,3084,False,False,
2601.05356,github.com/ramanathanlab/PRISM,github,200,True,main,2026-04-26,138557,0,False,False,
2601.06021,github.com/THUDM/CaRR,github,200,True,main,2026-04-08,9894,72,False,False,
2601.06943,github.com/QuantaAlpha/VideoDR-Benchmark,github,200,True,main,2026-05-19,28524,160,False,False,
2601.06943,huggingface.co/datasets/strike20023/VideoDR,huggingface,200,True,,2026-05-10,,,,False,
2601.06943,huggingface.co/zai-org/GLM-4.6V-Flash,huggingface,200,True,,2025-12-09,,,,False,
2601.07966,github.com/DataScribe-Cloud/datascribe_api,github,200,True,main,2026-07-01,1078,0,False,False,
2601.08536,github.com/imlrz/DeepResearch-Bench-IIto,github,404,,,,,,,,not found or private
2601.09465,github.com/QuantaAlpha/EvoFSM,github,404,,,,,,,,not found or private
2601.09688,github.com/Infinity-AILab/DeepResearchEval,github,200,True,main,2026-02-10,6595,141,False,False,
2601.11374,huggingface.co/ibm-granite/granite-3,huggingface,401,,,,,,,,
2601.11560,github.com/RyanWangZf/BioDSA,github,200,True,main,2026-07-22,6997,73,False,False,
2601.12369,github.com/KongLongGeFDU/TaxoBench,github,200,True,main,2026-05-12,5582,8,False,False,
2601.12542,github.com/bio-xyz/BioAgents,github,200,True,main,2026-06-15,2352,179,True,False,
2601.12910,github.com/HPMolSim/FastSpecSoG.jl,github,200,True,main,2024-12-21,1805,3,False,False,
2601.12910,github.com/bowenc0221/panoptic-deeplab,github,200,True,master,2023-06-23,2803,612,False,False,
2601.12910,github.com/concavegit/kfda,github,200,True,master,2020-05-13,429,36,False,False,
2601.12910,github.com/en/rest,github,404,,,,,,,,not found or private
2601.12910,github.com/nz-gravity/sgvb_psd,github,200,True,main,2026-03-26,114688,6,False,False,
2601.12910,github.com/saitta-s/INRs-4DFlowMRI,github,200,True,main,2023-04-30,8,5,False,False,
2601.13217,github.com/BaleChen/Mr-Dre,github,200,True,main,2026-01-26,1786,3,False,False,
2601.13508,github.com/q734738781/CatMaster,github,200,True,main,2026-07-21,67051,12,False,False,
2601.14288,github.com/pengzy-cosmo/DeepInflation,github,200,True,main,2026-07-23,2120,7,False,False,
2601.15808,github.com/Tencent/CognitiveKernel-Pro,github,200,True,main,2026-04-29,2804,525,False,False,
2601.15808,github.com/yxwan123/DeepVerifier,github,200,True,main,2026-01-26,689,11,False,False,
2601.16282,github.com/allenai/asta-paper-finder,github,200,True,main,2026-03-17,611,245,False,False,
2601.16282,github.com/allenai/asta-theorizer,github,200,True,main,2026-05-02,4339,170,False,False,
2601.16344,github.com/fannie1208/DSGym,github,200,True,main,2026-05-19,49623,57,False,False,
2601.17879,github.com/ylXuu/ParallelAgent,github,200,True,main,2026-02-01,3345,4,False,False,
2601.18207,github.com/Future-House/paper-qa,github,200,True,main,2026-07-20,45068,8935,False,False,
2601.18207,github.com/jmhb0/PaperSearchQA,github,200,True,main,2026-02-04,83151,34,False,False,
2601.18207,huggingface.co/collections/jmhb,huggingface,401,,,,,,,,
2601.18467,github.com/Ralph-Zhou/OffSeeker,github,200,True,main,2026-07-08,531,12,False,False,
2601.18467,github.com/rllm-org/rllm,github,200,True,main,2026-07-25,141729,5731,False,False,
2601.19578,github.com/MiroMindAI/MiroFlow,github,200,True,main,2026-07-06,9617,3084,False,False,
2601.19578,github.com/Tencent-BAC/YunqueAgent,github,200,True,main,2026-01-28,27416,102,False,False,
2601.19916,github.com/NeuroDong/Ai-Review,github,200,True,main,2026-03-19,42719,582,False,False,
2601.19916,github.com/TU2021/PaperAudit,github,200,True,master,2026-01-09,274883,25,False,False,
2601.20843,github.com/SauravP97/deep-researcher-reflect-evolve,github,200,True,main,2026-01-31,27126,7,False,False,
2601.20843,github.com/assafelovic/gpt-researcher,github,200,True,main,2026-07-18,44783,28636,False,False,
2601.20843,huggingface.co/spaces/muse,huggingface,401,,,,,,,,
2601.20996,github.com/diffractivelabs/MADE,github,200,True,main,2026-05-08,8361,18,False,False,
2601.20996,github.com/facebookresearch/hydra,github,200,True,main,2026-07-25,362010,10541,False,False,
2601.21937,huggingface.co/zai-org/GLM-4.6,huggingface,200,True,,2025-09-30,,,,False,
2601.23265,github.com/BIT-DataLab/Edit-Banana,github,200,True,main,2026-07-19,85888,5437,False,False,
2601.23265,github.com/OpenDCAI/Paper2Any,github,200,True,main,2026-06-17,430609,2734,False,False,
2602.00953,github.com/FlagOpen/FlagEmbedding,github,200,True,master,2026-04-22,53312,11980,False,False,
2602.01331,github.com/camel-ai/owl,github,200,True,main,2026-07-22,39141,20067,False,False,
2602.01566,github.com/Ignoramus0817/FS-Researcher,github,200,True,main,2026-04-21,54,33,False,False,
2602.01566,huggingface.co/blog/open-deep-research,huggingface,401,,,,,,,,
2602.01590,github.com/WangShao2000/Wiki_Live_Challenge,github,200,True,main,2026-02-06,191459,4,False,False,
2602.01590,github.com/langchain-ai/open_deep_research,github,200,True,main,2026-07-25,6902,12429,False,False,
2602.01815,anonymous.4open.science/r/debate_scientist-AACB,other,,,,,,,,,unsupported host; needs manual check
2602.02139,github.com/Batorskq/EvoMU,github,200,True,main,2026-06-16,6708,0,False,False,
2602.02486,huggingface.co/MiniMaxAI/MiniMax-M2,huggingface,200,True,,2025-12-23,,,,False,
2602.02636,huggingface.co/Qwen/Qwen3-Embedding-0.6B,huggingface,200,True,,2026-04-20,,,,False,
2602.02905,github.com/All-Hands-AI/OpenHands,github,200,True,main,2026-07-25,360118,82075,False,False,
2602.05975,github.com/HughieHu/Sage,github,200,True,main,2026-04-01,777,1,False,False,
2602.06540,github.com/OpenBMB/AgentCPM,github,200,True,main,2026-02-09,9262,816,False,False,
2602.06540,github.com/facebookresearch/faiss,github,200,True,main,2026-07-24,283508,40586,False,False,
2602.06540,huggingface.co/openbmb/AgentCPM-Report,huggingface,200,True,,2026-02-11,,,,False,
2602.06540,huggingface.co/openbmb/AgentCPM-Report-GGUF,huggingface,200,True,,2026-02-09,,,,False,
2602.06540,huggingface.co/openbmb/MiniCPM-Embedding-Light,huggingface,200,True,,2026-01-12,,,,False,
2602.06855,github.com/anomalyco/opencode,github,200,True,dev,2026-07-25,427295,189674,False,False,
2602.06855,github.com/facebookresearch/airs-bench,github,200,True,main,2026-05-05,7728,104,False,False,
2602.07491,github.com/datalab-to/marker,github,200,True,master,2026-07-20,21449,37852,False,False,
2602.07491,github.com/ggml-org/llama.cpp,github,200,True,master,2026-07-25,421710,121576,False,False,
2602.07491,github.com/meta-llama/llama3,github,200,True,main,2025-01-26,569,29280,True,False,
2602.07983,github.com/QwenLM/Qwen-Agent,github,200,True,main,2026-03-04,19689,16845,False,False,
2602.08990,github.com/Aider-AI/aider,github,200,True,main,2026-05-22,140356,47697,False,False,
2602.08990,github.com/InternScience/InternAgent,github,200,True,main,2026-06-10,144067,1386,False,False,
2602.08990,github.com/MiroMindAI/MiroFlow,github,200,True,main,2026-07-06,9617,3084,False,False,
2602.10177,github.com/google-deepmind/superhuman,github,200,True,main,2026-06-05,13913,777,False,False,
2602.10177,github.com/teorth/erdosproblems,github,200,True,main,2026-07-25,16712,790,False,False,
2602.11238,github.com/TechnicolorGUO/SurveyLens,github,200,True,main,2026-07-16,78984,6,False,False,
2602.11685,github.com/The-LLM-Data-Company/rubric,github,200,True,main,2026-02-03,238,71,False,False,
2602.12056,github.com/yxy-919/LawThinker-agent,github,200,True,main,2026-05-07,56990,62,False,False,
2602.13769,github.com/qiliuchn/OR-Agent,github,200,True,main,2026-05-14,191231,8,False,False,
2602.15039,github.com/just5034/GRACE_whitepaper_data,github,200,True,main,2026-01-29,84391,0,False,False,
2602.18446,github.com/OpenRLHF/OpenRLHF,github,200,True,main,2026-07-14,4560,9848,False,False,
2602.18453,github.com/kubotaso/AI_Social_Replication,github,200,True,main,2026-06-17,49110,3,False,False,
2602.18920,github.com/HKUDS/DeepInnovator,github,200,True,main,2026-03-06,1698,277,False,False,
2602.18920,github.com/MiniMax-AI/MiniMax-M2.1,github,200,True,main,2026-01-28,1405,543,False,False,
2602.18940,huggingface.co/blog/open-deep-research,huggingface,401,,,,,,,,
2602.18940,huggingface.co/datasets/Salesforce,huggingface,401,,,,,,,,
2602.19810,github.com/MoonshotAI/Kimi-K2,github,200,True,main,2026-01-21,854,11029,False,False,
2602.19810,github.com/bio-xyz/ClawdLab,github,200,True,main,2026-02-20,425,17,False,False,
2602.19810,github.com/karlrupp/microprocessor-trend-data,github,200,True,master,2022-02-22,640,616,False,False,
2602.19810,github.com/moleculeprotocol/science.beach,github,200,True,main,2026-05-30,1260,6,False,False,
2602.19810,github.com/openclaw/openclaw,github,200,True,main,2026-07-26,2182990,384118,False,False,
2602.19810,huggingface.co/datasets/SimulaMet/moltbook-observatory-archive,huggingface,200,True,,2026-07-21,,,,False,
2602.21201,github.com/google-deepmind/superhuman,github,200,True,main,2026-06-05,13913,777,False,False,
2602.21351,github.com/CliDyn/pangaeaGPT,github,200,True,main,2026-03-15,19596,16,False,False,
2602.22215,github.com/Pengzhen97/GYWI,github,200,True,main,2025-08-28,300,0,False,False,
2602.22675,github.com/huggingface/smolagents,github,200,True,main,2026-07-21,7413,28534,False,False,
2602.22675,github.com/langchain-ai/open_deep_research,github,200,True,main,2026-07-25,6902,12429,False,False,
2602.22808,github.com/huggingface/smolagents,github,200,True,main,2026-07-21,7413,28534,False,False,
2602.22808,github.com/openai/prm800k,github,200,True,main,2023-06-01,4981,2152,True,False,
2603.00582,github.com/langchain-ai/langchain,github,200,True,master,2026-07-25,585252,142585,False,False,
2603.00582,github.com/meta-llama/llama-models,github,200,True,main,2026-02-11,4491,7663,False,False,
2603.00612,github.com/baksho/CoDHy,github,200,True,main,2026-03-03,10665,0,False,False,
2603.00612,huggingface.co/meta-llama/Llama-3,huggingface,401,,,,,,,,
2603.01152,huggingface.co/datasets/artillerywu/DeepResearch-,huggingface,401,,,,,,,,
2603.03655,huggingface.co/datasets/OpenMol/DD100,huggingface,200,True,,2025-10-11,,,,False,
2603.04751,github.com/TIMMY-CHAN/Mind-ParaWorld,github,200,True,main,2026-05-15,373,94,False,False,
2603.06739,github.com/No-518/ResearchEnvBench,github,200,True,main,2026-03-10,1455,2,False,False,
2603.07444,github.com/SocialCatalystLab/ape-papers,github,200,True,main,2026-04-10,1827406,429,False,False,
