arxiv_id,status,n_pages,repo_urls,has_repo,has_data_archive,availability_statement
2512.04716,ok,24,,0,0,1
2512.05989,ok,22,github.com/aimat-lab/SDL_electrochromic,1,0,1
2512.07849,ok,15,,0,0,1
2512.08935,ok,20,github.com/RisingDate/FSTS,1,0,1
2512.13059,ok,13,github.com/efficient-deep-research/efficient-deep-research | huggingface.co/Qwen/Qwen3-Next-80B-A3B-Thinking | huggingface.co/Qwen/Qwen3-Reranker-0.6B,1,0,1
2512.15567,ok,63,github.com/HowieHwong/sde-harness | huggingface.co/deep-principle/datasets,1,1,1
2512.15736,ok,63,github.com/artificial-scientist-lab/ai-mandel | github.com/rithvik1122/Anubuddhi,1,0,0
2512.16969,ok,156,github.com/InternScience/SGI-Bench | github.com/huggingface/smolagents | huggingface.co/collections/InternScience | huggingface.co/deepseek-ai/DeepSeek-,1,0,0
2512.17776,ok,45,github.com/hanjanghoon/DEER,1,1,1
2512.19753,ok,20,,0,0,0
2512.19799,ok,32,,0,0,0
2512.20469,ok,42,,0,0,0
2512.20491,ok,27,github.com/langchain-ai/open_deep_research | github.com/stepfun-ai/StepDeepResearch | huggingface.co/datasets/PleIAs/SYNTH,1,0,0
2512.21623,ok,100,,0,0,0
2512.22145,ok,22,github.com/akhilpandey95/LMRSD,1,0,1
2512.22334,ok,37,github.com/InternScience/SciEvalKit,1,0,1
2512.22396,ok,9,,0,0,0
2512.23707,ok,119,github.com/volcengine/verl | huggingface.co/datasets/facebook/research-plan-gen,1,0,1
2601.01357,ok,5,github.com/sst/opencode,1,0,0
2601.01678,ok,33,github.com/mlbio-epfl/heurekabench,1,0,0
2601.03260,ok,18,,0,0,0
2601.03261,ok,7,,0,0,0
2601.03315,ok,30,github.com/Lossfunk/ai-scientist-artefacts-v1,1,0,1
2601.03540,ok,15,github.com/Kwai-Klear/DeepSynth-Eval,1,0,1
2601.03743,ok,22,github.com/Alibaba-NLP/DeepResearch | github.com/jina-ai/node-DeepResearch,1,0,0
2601.04577,ok,22,github.com/AmberLJC/Sci-Reasoning,1,0,1
2601.04879,ok,26,github.com/Melmaphother/Mind2Report | github.com/MiroMindAI/MiroFlow,1,0,1
2601.05039,ok,44,,0,0,1
2601.05356,ok,43,github.com/ramanathanlab/PRISM,1,0,1
2601.06021,ok,21,github.com/THUDM/CaRR,1,0,1
2601.06117,ok,21,,0,0,1
2601.06676,ok,17,,0,0,0
2601.06943,ok,17,github.com/QuantaAlpha/VideoDR-Benchmark | huggingface.co/datasets/strike20023/VideoDR | huggingface.co/zai-org/GLM-4.6V-Flash,1,0,0
2601.06978,ok,12,,0,0,0
2601.07966,ok,24,github.com/DataScribe-Cloud/datascribe_api,1,1,1
2601.08185,ok,33,,0,0,0
2601.08536,ok,30,github.com/imlrz/DeepResearch-Bench-IIto,1,0,1
2601.09465,ok,14,github.com/QuantaAlpha/EvoFSM,1,0,0
2601.09688,ok,22,github.com/Infinity-AILab/DeepResearchEval,1,0,0
2601.09714,ok,7,,0,0,0
2601.09858,ok,10,,0,0,0
2601.10504,error: TimeoutError,0,,0,0,0
2601.11374,ok,42,huggingface.co/ibm-granite/granite-3,1,0,0
2601.11560,ok,40,github.com/RyanWangZf/BioDSA,1,0,1
2601.11825,ok,47,,0,0,1
2601.12030,ok,15,,0,0,0
2601.12369,ok,50,github.com/KongLongGeFDU/TaxoBench,1,0,1
2601.12542,ok,40,github.com/bio-xyz/BioAgents,1,0,0
2601.12910,ok,31,github.com/HPMolSim/FastSpecSoG.jl | github.com/bowenc0221/panoptic-deeplab | github.com/concavegit/kfda | github.com/en/rest | github.com/nz-gravity/sgvb_psd | github.com/saitta-s/INRs-4DFlowMRI,1,0,1
2601.13217,ok,42,github.com/BaleChen/Mr-Dre,1,0,0
2601.13508,ok,25,github.com/q734738781/CatMaster,1,0,1
2601.13614,ok,19,,0,0,0
2601.14288,ok,11,github.com/pengzy-cosmo/DeepInflation,1,0,1
2601.15808,ok,14,github.com/Tencent/CognitiveKernel-Pro | github.com/yxwan123/DeepVerifier,1,0,1
2601.16282,ok,21,github.com/allenai/asta-paper-finder | github.com/allenai/asta-theorizer,1,0,0
2601.16344,ok,37,github.com/fannie1208/DSGym,1,0,1
2601.17879,ok,24,github.com/ylXuu/ParallelAgent,1,0,0
2601.17920,ok,10,,0,0,0
2601.18207,ok,19,github.com/Future-House/paper-qa | github.com/jmhb0/PaperSearchQA | huggingface.co/collections/jmhb,1,0,1
2601.18467,ok,24,github.com/Ralph-Zhou/OffSeeker | github.com/rllm-org/rllm,1,0,1
2601.19578,ok,20,github.com/MiroMindAI/MiroFlow | github.com/Tencent-BAC/YunqueAgent,1,0,1
2601.19916,ok,37,github.com/NeuroDong/Ai-Review | github.com/TU2021/PaperAudit,1,0,0
2601.20843,ok,11,github.com/SauravP97/deep-researcher-reflect-evolve | github.com/assafelovic/gpt-researcher | huggingface.co/spaces/muse,1,0,0
2601.20975,ok,16,,0,0,0
2601.20996,ok,22,github.com/diffractivelabs/MADE | github.com/facebookresearch/hydra,1,0,0
2601.21654,ok,21,,0,0,1
2601.21937,ok,28,huggingface.co/zai-org/GLM-4.6,1,0,1
2601.22060,ok,12,,0,0,0
2601.22638,ok,44,,0,0,0
2601.22984,ok,29,,0,0,0
2601.23265,ok,49,github.com/BIT-DataLab/Edit-Banana | github.com/OpenDCAI/Paper2Any,1,0,0
2602.00733,ok,27,,0,0,0
2602.00953,ok,32,github.com/FlagOpen/FlagEmbedding,1,0,1
2602.01331,ok,33,github.com/camel-ai/owl,1,0,1
2602.01566,ok,22,github.com/Ignoramus0817/FS-Researcher | huggingface.co/blog/open-deep-research,1,0,0
2602.01590,ok,18,github.com/WangShao2000/Wiki_Live_Challenge | github.com/langchain-ai/open_deep_research,1,0,1
2602.01815,ok,24,anonymous.4open.science/r/debate_scientist-AACB,1,0,0
2602.02139,ok,26,github.com/Batorskq/EvoMU,1,0,1
2602.02185,ok,12,,0,0,0
2602.02486,ok,18,huggingface.co/MiniMaxAI/MiniMax-M2,1,0,0
2602.02636,ok,62,huggingface.co/Qwen/Qwen3-Embedding-0.6B,1,0,0
2602.02905,ok,34,github.com/All-Hands-AI/OpenHands,1,0,1
2602.03468,ok,31,,0,0,0
2602.03849,ok,16,,0,0,0
2602.04496,ok,32,,0,0,0
2602.04850,ok,89,,0,0,1
2602.05975,ok,16,github.com/HughieHu/Sage,1,0,0
2602.06540,ok,22,github.com/OpenBMB/AgentCPM | github.com/facebookresearch/faiss | huggingface.co/openbmb/AgentCPM-Report | huggingface.co/openbmb/AgentCPM-Report-GGUF | huggingface.co/openbmb/MiniCPM-Embedding-Light,1,0,0
2602.06855,ok,49,github.com/anomalyco/opencode | github.com/facebookresearch/airs-bench,1,0,1
2602.07040,ok,25,,0,0,0
2602.07359,ok,11,,0,0,0
2602.07491,ok,24,github.com/datalab-to/marker | github.com/ggml-org/llama.cpp | github.com/meta-llama/llama3,1,0,1
2602.07652,ok,11,,0,0,1
2602.07943,ok,25,,0,0,0
2602.07983,ok,52,github.com/QwenLM/Qwen-Agent,1,0,0
2602.08990,ok,64,github.com/Aider-AI/aider | github.com/InternScience/InternAgent | github.com/MiroMindAI/MiroFlow,1,0,0
2602.09723,ok,61,,0,1,1
2602.10177,ok,42,github.com/google-deepmind/superhuman | github.com/teorth/erdosproblems,1,0,0
2602.11238,ok,34,github.com/TechnicolorGUO/SurveyLens,1,0,0
2602.11685,ok,38,github.com/The-LLM-Data-Company/rubric,1,0,1
2602.12056,ok,15,github.com/yxy-919/LawThinker-agent,1,0,1
2602.12852,ok,21,,0,0,1
2602.13769,ok,34,github.com/qiliuchn/OR-Agent,1,0,1
2602.13855,ok,11,,0,0,0
2602.15019,ok,14,,0,0,0
2602.15039,ok,43,github.com/just5034/GRACE_whitepaper_data,1,0,1
2602.15061,ok,30,,0,0,0
2602.18446,ok,33,github.com/OpenRLHF/OpenRLHF,1,0,1
2602.18453,ok,35,github.com/kubotaso/AI_Social_Replication,1,0,1
2602.18920,ok,25,github.com/HKUDS/DeepInnovator | github.com/MiniMax-AI/MiniMax-M2.1,1,0,1
2602.18940,ok,26,huggingface.co/blog/open-deep-research | huggingface.co/datasets/Salesforce,1,0,0
2602.19526,ok,19,,0,0,0
2602.19810,ok,41,github.com/MoonshotAI/Kimi-K2 | github.com/bio-xyz/ClawdLab | github.com/karlrupp/microprocessor-trend-data | github.com/moleculeprotocol/science.beach | github.com/openclaw/openclaw | huggingface.co/datasets/SimulaMet/moltbook-observatory-archive,1,1,0
2602.21143,ok,22,,0,0,1
2602.21201,ok,41,github.com/google-deepmind/superhuman,1,0,1
2602.21230,ok,11,,0,0,0
2602.21351,ok,33,github.com/CliDyn/pangaeaGPT,1,0,1
2602.22215,ok,15,github.com/Pengzhen97/GYWI,1,0,1
2602.22675,ok,30,github.com/huggingface/smolagents | github.com/langchain-ai/open_deep_research,1,0,0
2602.22808,ok,26,github.com/huggingface/smolagents | github.com/openai/prm800k,1,0,1
2602.22842,ok,13,,0,0,1
2602.23271,ok,19,,0,0,0
2602.23716,ok,13,,0,0,0
2603.00582,ok,37,github.com/langchain-ai/langchain | github.com/meta-llama/llama-models,1,0,1
2603.00612,ok,10,github.com/baksho/CoDHy | huggingface.co/meta-llama/Llama-3,1,0,0
2603.01050,ok,20,,0,0,1
2603.01152,ok,8,huggingface.co/datasets/artillerywu/DeepResearch-,1,0,1
2603.03655,ok,32,huggingface.co/datasets/OpenMol/DD100,1,0,0
2603.04751,ok,32,github.com/TIMMY-CHAN/Mind-ParaWorld,1,0,1
2603.05912,ok,31,,0,0,0
2603.05972,error: HTTPError,0,,0,0,0
2603.06739,ok,14,github.com/No-518/ResearchEnvBench,1,0,1
2603.06942,ok,18,,0,0,0
2603.07241,ok,13,,0,0,0
2603.07416,ok,12,,0,0,0
2603.07444,ok,10,github.com/SocialCatalystLab/ape-papers | github.com/maxwell2732/hler-working-papers,1,0,1
2603.07853,ok,22,github.com/unclecode/crawl4ai | huggingface.co/Qwen/Qwen3-8B,1,0,1
2603.08117,ok,21,github.com/camel-ai/owl | huggingface.co/datasets/UIS-Digger/UIS-QA,1,0,0
2603.08127,ok,21,,0,0,0
2603.11987,ok,31,,0,0,0
2603.12226,ok,16,,0,0,0
2603.12608,ok,11,github.com/BerriAI/litellm | github.com/bopan3/InterDeepResearch | github.com/d3/d3 | github.com/facebook/react | github.com/kieler/elkjs | github.com/xyflow/xyflow,1,0,0
2603.12618,ok,14,github.com/arpanbiswas52/papers-code-proxyBO,1,0,1
2603.13327,ok,10,,0,0,0
2603.13840,ok,15,github.com/i-am-bee/beeai-framework | github.com/joaomdmoura/crewai | github.com/langchain-ai/langgraph,1,0,0
2603.14575,ok,23,github.com/algorithmicsuperintelligence/openevolve,1,0,0
2603.15164,ok,7,,0,0,0
2603.15712,ok,27,,0,1,1
2603.15726,ok,23,github.com/MiniMax-AI/MiniMax-M2.5 | github.com/MiroMindAI/MiroFlow | github.com/MiroMindAI/MiroThinker | huggingface.co/deepseek-ai/DeepSeek-V3.2 | huggingface.co/miromind-ai/MiroThinker-1.7 | huggingface.co/moonshotai/Kimi-K2.5,1,0,0
2603.15914,ok,31,github.com/AxiomMath/putnam2025 | github.com/IST-DASLab/gptq | github.com/ZIB-IOL/The-Agentic-Researcher | github.com/anomalyco/opencode,1,0,1
2603.16120,ok,35,github.com/UKGovernmentBEIS/inspect_ai,1,0,1
2603.16289,ok,25,github.com/ZhengboZhang/VisBrowse-Bench,1,0,0
2603.17179,ok,10,,0,0,0
2603.17216,ok,28,,0,0,0
2603.18115,error: URLError,0,,0,0,0
2603.18273,ok,18,github.com/aiming-lab/AutoResearchClaw | github.com/cgpan/edm-ars-public | github.com/cgpan/edm-ars-public.git,1,0,1
2603.19044,ok,32,,0,0,0
2603.19782,ok,17,,0,0,0
2603.20101,ok,38,,0,0,1
2603.20256,ok,20,github.com/OSU-NLP-Group/SciNav | huggingface.co/deepseek-ai/DeepSeek-R1,1,0,1
2603.20278,ok,37,github.com/TIGER-AI-Lab/OpenResearcher,1,0,1
2603.21152,ok,189,,0,0,1
2603.21728,ok,17,huggingface.co/RedHatAI/Llama-3,1,0,0
2603.22363,ok,75,github.com/gepa-ai/gepa | github.com/karpathy/autoresearch | github.com/skydiscover-ai/skydiscover,1,0,0
2603.23951,ok,22,,0,0,0
2603.24402,ok,21,github.com/autoproflab-debug/AI-Supervisor,1,0,1
2603.25342,ok,28,github.com/tzq1999/CDR,1,0,1
2603.25780,ok,36,github.com/integritynoble/Physics_World_Model,1,0,1
2603.26177,ok,16,,0,0,0
2603.26499,ok,28,github.com/openai/mle-bench,1,1,0
2603.27416,ok,9,github.com/DeepRobotics/rl | github.com/isaac-sim/IsaacLab | github.com/karpathy/autoresearch,1,0,0
2603.28336,ok,12,,0,0,0
2603.28361,ok,37,github.com/MiroMindAI/MiroFlow,1,0,0
2603.28376,ok,17,github.com/AIDC-AI/Marco-DeepResearch | github.com/khaimt/qa_expert,1,0,0
2603.28407,ok,40,github.com/MiroMindAI/MiroEval,1,0,0
2603.28589,ok,30,github.com/Significant-Gravitas/AutoGPT | github.com/XzwHan/CARD | github.com/crewAIInc/crewAI | github.com/ermongroup/ddim | github.com/ge-xing/Diff-UNet | github.com/hojonathanho/diffus,1,0,1
2603.28651,ok,54,github.com/BUPT-Reasoning-Lab/ScholScan | huggingface.co/datasets/BUPT-Reasoning-Lab/ScholScan,1,0,0
2603.29557,ok,30,,0,0,0
2603.29632,ok,12,github.com/karpathy/autoresearch | github.com/waltstephen/ArgusBot | github.com/wanshuiyin/Auto-claude-code-research- | github.com/yshenfab/MAAR,1,0,1
2604.00248,ok,12,github.com/huggingface/trl,1,0,1
2604.00550,ok,4,github.com/qinheming/BIoClaw,1,0,1
2604.01007,ok,21,github.com/aiming-lab/AutoResearchClaw | github.com/aiming-lab/SimpleMem,1,0,0
2604.01195,ok,34,github.com/castorini/orbit | github.com/deedy5/ddgs | huggingface.co/BAAI/bge-large-en-v1.5 | huggingface.co/BAAI/bge-m3 | huggingface.co/Qwen/Qwen3-4B | huggingface.co/Qwen/Qwen3-4B-Instruct-2507,1,0,1
2604.01354,ok,19,github.com/openai/moderati,1,0,1
2604.02592,ok,24,github.com/haiwen-li/cn-ai-writer,1,0,1
2604.02988,ok,12,github.com/zetaalphavector/platform | github.com/zou-group/textgrad,1,0,0
2604.03159,ok,37,github.com/zotero/translation-server,1,0,1
2604.03173,ok,25,,0,0,1
2604.03338,ok,21,,0,0,1
2604.04017,ok,45,github.com/ornamentt/GeoBrowse | huggingface.co/meta-llama/Llama-3.2-90B-,1,0,1
2604.04324,ok,8,,0,0,0
2604.04503,ok,34,github.com/ECNU-SII/MIA | huggingface.co/LightningCreeper/MIA | huggingface.co/datasets/LightningCreeper/MIA,1,0,0
2604.05550,ok,43,github.com/karpathy/autoresearch,1,0,1
2604.05557,ok,25,,0,0,0
2604.05587,ok,20,github.com/DataLab-atom/EvoAny,1,0,0
2604.05854,ok,8,github.com/Xiangyue-Zhang/auto- | github.com/Xiangyue-Zhang/auto-deep-researcher-24x7 | github.com/slopus/happy,1,0,1
2604.05952,ok,20,github.com/langchain-ai/open_,1,0,0
2604.06474,ok,38,,0,0,0
2604.07720,ok,11,github.com/MiniMax-AI/MiniMax-M2 | github.com/langchain-ai/langgraph | github.com/langchain-ai/open_,1,0,0
2604.07927,ok,5,github.com/camel-ai/eigent_search | huggingface.co/blog/open-,1,0,0
2604.08590,ok,43,github.com/KellerJordan/modded-nanogpt | github.com/karpathy/autoresearch | huggingface.co/datasets/PleIAs/SYNTH,1,0,1
2604.09251,ok,20,github.com/BerriAI/litellm,1,0,0
2604.09554,ok,13,,0,0,1
2604.09584,ok,15,,0,0,0
2604.09590,ok,45,,0,0,0
2604.09621,ok,21,github.com/AstroPilot-AI/Denario | github.com/CMBAgents/cmbagent | github.com/CMBAgents/contextmaker | github.com/ag2ai/ag2 | github.com/jmdelouis/FOSCAT,1,0,1
2604.09793,ok,27,github.com/joyheyueya/giants | github.com/karpathy/autoresearch,1,0,1
2604.10696,ok,53,github.com/karpathy/autoresearch | github.com/yifangao112/camyla,1,0,1
2604.10741,ok,41,,0,0,1
2604.10938,ok,42,github.com/google/A2A,1,0,0
2604.11307,ok,26,github.com/CherYou/PaperScope | huggingface.co/OpenSearch-AI/Ops-MM-,1,0,1
2604.11753,ok,33,github.com/princeton-pli/AggAgent | github.com/unclecode/crawl4ai | huggingface.co/MiniMaxAI/MiniM | huggingface.co/blog/open-deep-research,1,0,1
2604.11924,ok,22,github.com/datalab-to/marker,1,0,0
2604.11957,ok,56,,0,0,1
2604.12144,ok,43,github.com/LucZot/veritas,1,0,1
2604.12243,ok,15,github.com/TaoJinkai/ckm-hypogen,1,0,0
2604.13418,ok,19,github.com/huggingface/smolagents,1,0,0
2604.13699,ok,4,github.com/IMMS-Ewha/MIND,1,0,1
2604.14518,ok,30,huggingface.co/spaces/muset-ai,1,0,0
2604.14615,ok,67,,0,0,1
2604.14683,ok,35,github.com/MiroMindAI/MiroFlow | github.com/NJU-LINK/DR3-Eval | github.com/xai-org/grok-1 | huggingface.co/CometAPI/Claude_Sonnet4 | huggingface.co/CometAPI/gemini2.5_pro_ | huggingface.co/Qwen/Qwen3-235B-A22B,1,0,1
2604.15145,ok,16,huggingface.co/datasets/pwc-archive/papers-with-abstracts,1,0,1
2604.15411,ok,15,huggingface.co/datasets/AdrianMiao/PRL_Bench,1,0,1
2604.15456,ok,37,,0,0,0
2604.16387,ok,46,,0,0,0
2604.16723,ok,41,github.com/assafelovic/gpt-researcher | github.com/mnsalimi/Debate-as-Reward-A-Multi-Agent-Reward-System-for-Scientific-Ideation-via-RL-Post-Training,1,0,0
2604.16982,ok,26,,0,0,0
2604.17072,ok,28,,0,0,1
2604.17143,ok,30,,0,0,0
2604.17406,ok,44,github.com/sjtu-sai-agents/EvoMaster,1,0,0
2604.17745,ok,29,github.com/KOU-199024/HiRAS,1,0,0
2604.17931,ok,32,github.com/MiroMindAI/MiroRL | github.com/simplexai-labs/LiteResearcher | huggingface.co/simplex-ai-inc/LiteResearcher-4B,1,0,0
2604.18805,ok,109,huggingface.co/datasets/jablonkagroup/corral-QAs-topic_reports | huggingface.co/datasets/jablonkagroup/corral-intervention-reports | huggingface.co/datasets/jablonkagroup/corral-oss-trace-logprobs | huggingface.co/datasets/jablonkagroup/corral-reasoning-annotations | huggingface.co/datasets/jablonkagroup/corral_lfm_binomial_results | huggingface.co/datasets/jablonkagroup/questions4manual_annotation,1,1,1
2604.19502,ok,38,,0,0,1
2604.19792,ok,36,,0,0,0
2604.19803,ok,13,github.com/algorithmicsuperintelligence/openevolve | github.com/nvlabs/the-ai-telco-engineer,1,0,0
2604.19859,ok,16,github.com/inclusionAI/DR-Venus | github.com/verl-project/verl | huggingface.co/Qwen/Qwen3-4B-Thinking-2507 | huggingface.co/collections/inclusionAI | huggingface.co/datasets/Zchu/REDSearcher_RL_1K | huggingface.co/datasets/Zchu/REDSearcher_SFT_10K,1,0,1
2604.20441,ok,20,github.com/aipoch/medical-research-skillsunder,1,0,1
2604.20548,ok,43,github.com/ChenShuai00/MAGenIdeas | github.com/NoviScl/AI-Researcher | huggingface.co/sentence-transformers/all-MiniLM-L6-v2 | huggingface.co/spaces/cshuai20,1,0,1
2604.20622,ok,34,github.com/PoggioAI/PoggioAI_MSc | github.com/google-deepmind/alphaevolve_repository_of_problems | github.com/math-inc/strongpnt,1,1,0
2604.20855,ok,37,github.com/assafelovic/gpt-researcher | github.com/mem0ai/mem0,1,0,0
2604.21006,ok,28,,0,0,0
2604.21068,ok,17,,0,0,1
2604.22026,ok,34,,0,0,0
2604.22861,ok,42,,0,0,1
